date,EmbLagunaChica,EmbLagunaGrande,EmbSantaJuana
1992-04-01,17.134009394794703,26.192462537437677,7.764655631035566
1992-05-01,9.604259859770536,13.675154186785221,6.5966821275651455
1992-06-01,-0.0,-0.0,7.274235133081675
1992-07-01,-0.0,-0.0,8.110262919217348
1992-08-01,-0.0,-0.0,5.5556390434503555
1992-09-01,-0.0,-0.0,6.1013600789010525
1992-10-01,31.068967655301094,48.068003728985786,0.8484283462166786
1992-11-01,59.94997825473547,68.39342229068279,3.8597863167524338
1992-12-01,42.426259722560644,28.773631434887648,0.8206130005419254
1993-01-01,54.65759290382266,55.970008950680494,3.6664386279881
1993-02-01,38.17784832790494,37.43810160085559,1.5330989845097065
1993-03-01,23.14572548493743,21.145225502550602,0.7909410633146763
1993-04-01,16.423471737653017,15.08145360276103,0.7498254999518394
1993-05-01,7.191713433712721,10.234801098704338,0.8392226882278919
1993-06-01,-0.0,1.7136260867118835,1.8605324439704418
1993-07-01,-0.0,0.8462583646178246,4.999540746212006
1993-08-01,-0.0,13.45671946182847,3.1847129575908184
1993-09-01,24.698949418962002,36.71437967568636,3.72813967987895
1993-10-01,28.18689262494445,26.67907625436783,1.1440650559961796
1993-11-01,10.276262182742357,6.662138272076845,0.3332612104713917
1993-12-01,7.663598284125328,6.880608387291431,0.3158389590680599
1994-01-01,24.395158514380455,25.139812380075455,1.0494394227862358
1994-02-01,9.827854577451944,9.879692923277617,0.3050691448152065
1994-03-01,27.043061330914497,30.76543379575014,0.386552419513464
1994-04-01,7.6832338236272335,7.874936331063509,0.1762574538588524
1994-05-01,4.966923967003822,5.340032279491425,0.12224912643432617
1994-06-01,5.4863267578184605,3.9635663852095604,0.35397475585341454
1994-07-01,5.9874034486711025,6.711120717227459,6.589509546756744
1994-08-01,-0.0,-0.0,6.484484300017357
1994-09-01,15.718668233603239,31.280137598514557,1.3737808912992477
1994-10-01,43.08207659050822,42.067003436386585,1.1905166320502758
1994-11-01,30.006563756614923,31.395929399877787,1.3231555931270123
1994-12-01,13.112982735037804,14.035903848707676,0.2765958197414875
1995-01-01,23.6728610470891,23.397362791001797,2.4462160654366016
1995-02-01,27.3939473554492,27.57214568555355,1.3168887235224247
1995-03-01,5.068511236459017,6.54002046212554,0.2115480601787567
1995-04-01,8.146305102854967,8.341757580637932,0.41515519842505455
1995-05-01,13.48586706444621,12.082936707884073,2.1599051542580128
1995-06-01,14.321687631309032,15.441646333783865,1.7235861159861088
1995-07-01,5.858913995325565,9.469352662563324,2.5837793946266174
1995-08-01,16.769833862781525,16.419630963355303,0.7480052299797535
1995-09-01,1.085876952856779,1.2377663515508175,4.617325495928526
1995-10-01,26.44248493015766,42.052694130688906,0.6575467996299267
1995-11-01,33.72422605752945,27.678574435412884,0.337488017976284
1995-12-01,27.969843242317438,24.899380281567574,0.7619871757924557
1996-01-01,61.47628463804722,71.34663825854659,3.4383516758680344
1996-02-01,10.529030580073595,13.540763407945633,0.33353688195347786
1996-03-01,14.642069581896067,16.988294199109077,0.26123831048607826
1996-04-01,27.75947842746973,26.8727857619524,2.3306431248784065
1996-05-01,8.107859641313553,10.987470857799053,0.1617935486137867
1996-06-01,2.528389450162649,2.9232376255095005,3.422768320888281
1996-07-01,5.0802649930119514,8.531077299267054,3.5848114639520645
1996-08-01,1.9560265354812145,2.996742259711027,8.103420492261648
1996-09-01,24.322684854269028,35.50021210685372,2.713287714868784
1996-10-01,17.467873636633158,26.983678340911865,2.008652314543724
1996-11-01,9.58239147439599,11.974012944847345,0.34681567922234535
1996-12-01,5.8361561968922615,9.687250014394522,0.32204529270529747
1997-01-01,28.189622331410646,35.24117637425661,1.6496502794325352
1997-02-01,15.760337002575397,19.33365035802126,0.33613014966249466
1997-03-01,31.327740289270878,44.38588721677661,2.2124922834336758
1997-04-01,4.9958620220422745,6.182277575135231,0.15804823487997055
1997-05-01,0.7269647903740406,0.8603627793490887,2.1077929995954037
1997-06-01,-0.0,-0.0,6.821383256465197
1997-07-01,-0.0,-0.0,8.51653702557087
1997-08-01,-0.0,-0.0,9.826672729104757
1997-09-01,-0.0,-0.0,11.04307034984231
1997-10-01,-0.0,-0.0,10.074816644191742
1997-11-01,-0.0,8.11023823916912,0.8866903372108936
1997-12-01,56.744929403066635,65.44893840327859,1.062639057636261
1998-01-01,53.191146813333035,24.50213674455881,0.46636536717414856
1998-02-01,45.26282288134098,35.92589125037193,3.7490753456950188
1998-03-01,41.1060000769794,32.36714377999306,1.7999671399593353
1998-04-01,20.542810205370188,19.255261402577162,1.7684637568891048
1998-05-01,16.761135309934616,20.109871868044138,1.9264058209955692
1998-06-01,2.7226917445659637,5.1606884226202965,5.191918462514877
1998-07-01,-0.0,-0.0,4.702254664152861
1998-08-01,-0.0,-0.0,2.183864824473858
1998-09-01,1.9866344518959522,15.410703141242266,1.1787381954491138
